uf;municipio;lat;long;population;catolica-apostolica-romana;evangelicas;espirita;umbanda-e-candomble;tradicoes-indigenas;outras-religiosidades;sem-religiao;nao-sabe;sem-declaracao
SP;Boracéia;-22.1932056544;-48.7792182832;4078;62.261;29.598;0.0;0.736;0.0;3.482;3.752;0.0;0.172
SP;Borborema;-21.6215379942;-49.0726402479;12729;73.446;20.921;0.896;0.322;0.0;1.147;3.268;0.0;0.0
SP;Borebi;-22.5678331169;-48.9715958405;2311;38.035;48.291;1.168;0.0;0.0;7.962;4.543;0.0;0.0
SP;Botucatu;-22.8883815;-48.4412893844;128230;50.452;32.413;2.256;1.192;0.009;5.429;8.023;0.017;0.21
SP;Bragança Paulista;-22.9568955;-46.542333374;156366;55.142;27.214;2.46;1.162;0.041;6.051;7.468;0.271;0.193
SP;Braúna;-21.5010212085;-50.3181656103;4665;58.156;25.573;0.879;0.107;0.0;7.16;8.124;0.0;0.0
SP;Brejo Alegre;-21.1661284994;-50.1872585083;2278;44.469;37.796;0.132;0.176;0.0;5.443;11.984;0.0;0.0
SP;Brodowski;-20.9901403802;-47.6563979569;22078;62.94;22.642;2.659;0.765;0.0;3.134;7.859;0.0;0.0
SP;Brotas;-22.286516985;-48.1268333241;21022;63.419;27.276;1.774;0.533;0.043;2.992;3.867;0.0;0.095
SP;Buri;-23.799381419;-48.5974149738;17214;49.227;37.777;0.482;0.523;0.0;4.078;7.912;0.0;0.0
SP;Buritama;-21.0670395669;-50.1492812528;15301;53.735;29.88;3.392;0.301;0.0;3.804;8.856;0.0;0.033
SP;Buritizal;-20.1931482216;-47.7088600395;3854;56.331;25.843;5.708;0.415;0.0;3.347;8.355;0.0;0.0
SP;Cabrália Paulista;-22.4550869581;-49.3324468331;3762;46.624;31.074;2.02;0.372;0.0;6.592;13.317;0.0;0.0
SP;Cabreúva;-23.3126743948;-47.1336583734;40602;46.835;34.681;0.754;0.286;0.0;3.739;13.625;0.03;0.052
SP;Caçapava;-23.1006637527;-45.7077303651;84268;61.83;25.994;1.728;1.056;0.017;3.382;5.784;0.02;0.189
SP;Cachoeira Paulista;-22.6647543761;-45.0106304149;27624;71.043;20.993;2.219;0.413;0.0;1.589;3.631;0.0;0.112
SP;Caconde;-21.5287380375;-46.646834879;15144;78.883;14.963;2.476;0.132;0.0;1.334;2.04;0.0;0.172
SP;Cafelândia;-21.8097052866;-49.6003544059;14630;56.979;31.606;2.495;0.349;0.0;2.447;5.701;0.0;0.424
SP;Caiabu;-22.0123252566;-51.2359531355;3310;75.529;20.634;0.332;0.091;0.0;0.544;2.87;0.0;0.0
SP;Caieiras;-23.3621160547;-46.7441014177;83617;47.797;32.364;1.852;0.898;0.014;6.228;10.744;0.041;0.061
SP;Caiuá;-21.8299102734;-51.9868926967;5028;57.776;31.205;0.298;0.955;0.0;4.435;5.251;0.0;0.08
SP;Cajamar;-23.3609713847;-46.8829201466;79560;44.818;32.888;1.266;1.145;0.0;6.555;13.262;0.026;0.04
SP;Cajati;-24.7263609722;-48.104999809;24397;19.9;53.277;1.037;0.119;0.0;7.025;17.969;0.0;0.672
SP;Cajobi;-20.8790925179;-48.8101223647;8145;67.489;24.543;1.044;0.565;0.0;2.222;4.138;0.0;0.0
SP;Cajuru;-21.2747175;-47.3042661168;20933;66.001;26.36;0.75;0.463;0.0;2.451;3.975;0.0;0.0
SP;Campina do Monte Alegre;-23.5840768383;-48.4803990199;5231;60.83;28.618;1.434;0.172;0.0;3.001;5.888;0.0;0.057
SP;Campinas;-22.9073425;-47.060156273;1012968;50.427;27.753;3.356;1.353;0.011;5.695;11.174;0.03;0.2
SP;Campo Limpo Paulista;-23.2093964295;-46.7638192328;67804;45.555;34.336;1.658;1.826;0.0;5.775;10.414;0.18;0.257
SP;Campos do Jordão;-22.7400919139;-45.5892017004;41129;62.175;27.302;1.403;0.593;0.078;3.523;4.902;0.0;0.024
SP;Campos Novos Paulista;-22.5997489993;-50.0017947249;4220;61.682;30.545;0.474;0.0;0.0;2.749;4.55;0.0;0.0
SP;Cananéia;-25.01690807;-47.9284828144;10767;33.566;35.999;2.294;0.752;0.984;4.579;21.129;0.0;0.697
SP;Canas;-22.690669066;-45.0569757405;4216;59.417;34.108;0.332;0.166;0.0;2.491;3.06;0.0;0.427
SP;Cândido Mota;-22.7469255;-50.3883931718;26104;64.787;28.394;0.747;0.375;0.0;2.973;2.724;0.0;0.0
SP;Cândido Rodrigues;-21.3226135828;-48.6340393108;2621;70.584;22.358;1.183;0.076;0.0;2.48;2.556;0.0;0.763
SP;Canitar;-23.0098372188;-49.7854319545;5328;42.849;45.815;0.788;0.0;0.0;3.134;7.414;0.0;0.0
SP;Capão Bonito;-24.00680097;-48.3514345179;40623;53.809;36.516;1.142;0.421;0.025;3.176;4.82;0.0;0.091
SP;Capela do Alto;-23.4699029553;-47.7361184436;19897;61.316;29.919;0.518;0.623;0.156;2.141;5.327;0.0;0.0
SP;Capivari;-22.9995489146;-47.5022061547;43905;58.294;30.776;1.239;0.713;0.0;2.663;5.781;0.0;0.535
SP;Caraguatatuba;-23.6220065;-45.4108183822;116823;41.874;31.665;3.006;2.143;0.009;6.6;14.532;0.057;0.115
SP;Carapicuíba;-23.5352495;-46.8414454319;335964;46.854;31.594;1.212;1.324;0.052;4.669;14.108;0.013;0.175
SP;Cardoso;-20.08099151;-49.9149423029;10199;60.957;29.915;1.294;0.069;0.0;3.049;4.677;0.0;0.039
SP;Casa Branca;-21.77798699;-47.0797582048;24995;62.132;27.317;2.388;1.016;0.0;1.976;5.169;0.0;0.0
SP;Cássia dos Coqueiros;-21.2850004285;-47.167105877;2521;73.741;17.057;1.309;1.904;0.0;0.992;4.998;0.0;0.0
SP;Castilho;-20.8720265541;-51.4894070558;17490;60.852;29.514;0.76;0.189;0.0;2.447;6.238;0.0;0.0
SP;Catanduva;-21.1395385;-48.975870939;103340;55.325;29.509;6.155;0.578;0.0;3.767;4.567;0.052;0.045
SP;Catiguá;-21.0485799994;-49.0577421525;6219;58.0;32.385;1.045;0.434;0.0;4.052;4.084;0.0;0.0
SP;Cedral;-20.9042319223;-49.2728415459;11140;57.379;28.016;2.711;0.844;0.171;4.075;6.804;0.0;0.0
SP;Cerqueira César;-23.0347974993;-49.1653301709;18782;60.004;26.669;1.81;0.921;0.0;2.928;7.486;0.0;0.181
SP;Cerquilho;-23.1686725;-47.7375313251;39561;63.138;23.126;1.749;0.341;0.0;4.919;6.618;0.0;0.109
SP;Cesário Lange;-23.2247318359;-47.9521106554;16665;54.293;28.473;0.204;0.204;0.0;12.745;4.08;0.0;0.0
SP;Charqueada;-22.5088824121;-47.7757002035;13539;56.112;33.407;0.746;0.148;0.0;2.12;7.305;0.0;0.162
SP;Clementina;-21.5603100368;-50.4503486922;6064;60.356;30.458;1.27;0.94;0.0;2.704;4.123;0.0;0.148
SP;Colina;-20.7187344994;-48.539738329;16062;60.958;20.614;4.072;0.76;0.0;4.271;9.214;0.112;0.0
SP;Colômbia;-20.1715588433;-48.6874841798;5735;56.251;30.201;1.046;0.139;0.035;2.86;9.468;0.0;0.0
SP;Conchal;-22.330076448;-47.1743757426;24271;53.376;30.378;0.77;0.033;0.0;3.185;12.06;0.0;0.198
SP;Conchas;-23.0129580806;-48.0098921336;13477;66.328;23.87;0.683;0.275;0.0;4.111;4.734;0.0;0.0
SP;Cordeirópolis;-22.4817070323;-47.4582829254;21069;63.738;27.082;0.56;0.294;0.256;2.079;5.98;0.0;0.009
SP;Coroados;-21.3540528503;-50.2872958479;4741;57.034;37.271;1.034;0.0;0.0;2.426;1.877;0.0;0.359
SP;Coronel Macedo;-23.6322349818;-49.3189123964;3812;75.105;20.094;0.105;0.0;0.0;1.705;2.991;0.0;0.0
SP;Corumbataí;-22.2189967502;-47.6266101304;3655;57.866;28.016;0.301;0.575;0.0;6.457;6.785;0.0;0.0
SP;Cosmópolis;-22.6457848859;-47.1967707768;52584;41.256;38.922;1.227;0.411;0.0;6.399;11.739;0.0;0.046
SP;Cosmorama;-20.4770346589;-49.7788596931;7694;70.237;20.886;1.885;0.247;0.0;1.69;5.056;0.0;0.0
SP;Cotia;-23.603514;-46.9318463279;236402;48.85;28.594;2.805;1.313;0.016;6.226;12.005;0.094;0.097
SP;Cravinhos;-21.3404305;-47.7300423481;29489;61.681;22.941;1.685;0.895;0.044;4.819;7.935;0.0;0.0
SP;Cristais Paulista;-20.4024919994;-47.4238064521;8042;63.243;18.503;6.74;0.224;0.0;5.521;5.708;0.0;0.062
SP;Cruzália;-22.745498929;-50.7936661596;1899;69.247;29.542;0.158;0.0;0.0;0.79;0.211;0.0;0.053
SP;Cruzeiro;-22.5777498804;-44.9617319606;66253;63.208;26.631;1.89;0.379;0.0;2.975;4.816;0.014;0.088
SP;Cubatão;-23.883839;-46.4200317683;97259;46.234;34.004;0.873;0.738;0.0;4.868;13.24;0.023;0.02
SP;Cunha;-23.0747501474;-44.9580269035;19643;67.301;25.566;0.397;0.158;0.0;1.98;4.429;0.0;0.168
SP;Descalvado;-21.909083;-47.6206639719;28338;69.885;18.823;2.026;0.505;0.0;3.158;5.537;0.0;0.067
SP;Diadema;-23.689295;-46.6233813932;346896;48.892;29.05;1.688;1.852;0.027;6.515;11.842;0.044;0.091
SP;Dirce Reis;-20.4644127943;-50.6060559888;1458;62.894;28.189;0.686;0.0;0.0;2.675;5.418;0.0;0.137
SP;Divinolândia;-21.661621506;-46.7368697868;10030;81.496;12.004;1.645;0.299;0.0;1.605;2.891;0.0;0.06
SP;Dobrada;-21.5148043304;-48.4002427193;7627;57.9;30.326;1.141;0.302;0.0;1.639;8.693;0.0;0.0
SP;Dois Córregos;-22.367316;-48.3826759875;21642;71.227;20.64;0.966;0.36;0.0;2.375;4.177;0.0;0.254
SP;Dolcinópolis;-20.1228706611;-50.515363084;1985;75.063;20.806;1.411;0.151;0.0;0.856;1.713;0.0;0.0
SP;Dourado;-22.1131671964;-48.3162358063;7297;73.359;15.979;1.151;0.822;0.0;3.495;5.194;0.0;0.0
SP;Dracena;-21.486137535;-51.5340496601;40792;66.587;24.341;2.27;0.088;0.0;2.559;4.104;0.0;0.051
SP;Duartina;-22.4148813758;-49.4050454106;11032;57.959;30.366;1.505;0.082;0.0;3.807;6.1;0.0;0.181
SP;Dumont;-21.2333259994;-47.9708434494;8345;64.853;24.038;0.683;0.048;0.0;3.799;6.579;0.0;0.0
SP;Echaporã;-22.4249969993;-50.2070061462;5408;65.311;27.441;0.684;0.0;0.0;2.626;3.809;0.0;0.129
SP;Eldorado;-24.5253866111;-48.1032284225;11124;32.165;43.644;1.366;0.144;0.566;4.486;17.575;0.0;0.054
SP;Elias Fausto;-23.0425367212;-47.3767742396;15367;52.138;29.895;0.534;0.286;0.0;3.338;13.809;0.0;0.0
SP;Elisiário;-21.1644290185;-49.1108358902;2779;61.929;31.558;1.223;0.468;0.0;1.691;3.131;0.0;0.0
SP;Embaúba;-20.9826680549;-48.8326202921;2091;66.188;25.634;2.152;0.0;0.0;1.148;4.782;0.0;0.096
SP;Embu das Artes;-23.6473125;-46.8508599937;216395;49.155;28.125;1.144;1.439;0.044;5.464;14.54;0.005;0.084
SP;Embu-Guaçu;-23.8318291038;-46.8171088725;58110;45.144;32.378;1.958;1.282;0.021;4.731;14.297;0.052;0.138
SP;Emilianópolis;-21.8313089781;-51.4804314281;2689;73.633;24.284;0.0;0.0;0.0;0.595;1.488;0.0;0.0
SP;Engenheiro Coelho;-22.4911899525;-47.2130797305;16844;42.621;47.34;0.095;0.178;0.0;1.787;7.92;0.059;0.0
SP;Espírito Santo do Pinhal;-22.1970535;-46.7455142899;35856;67.185;21.603;2.85;0.786;0.0;3.762;3.732;0.0;0.081
SP;Espírito Santo do Turvo;-22.6949734921;-49.4298252858;3558;59.584;31.619;0.0;0.0;0.0;1.518;7.139;0.141;0.0
SP;Estrela d'Oeste;-20.286082204;-50.405466848;8410;59.536;27.348;2.342;0.19;0.0;1.367;8.633;0.583;0.0
SP;Estrela do Norte;-22.490598902;-51.664176191;2382;78.38;19.06;0.0;0.0;0.0;0.966;1.595;0.0;0.0
SP;Euclides da Cunha Paulista;-22.5549969202;-52.5908983803;6959;61.431;28.294;0.0;0.23;0.0;1.767;8.22;0.0;0.057
SP;Fartura;-23.3889609139;-49.5120533767;14694;76.786;17.225;0.946;0.034;0.075;2.314;2.518;0.102;0.0
SP;Fernandópolis;-20.28238299;-50.2487484306;63360;54.864;30.59;4.733;0.753;0.0;3.335;5.693;0.032;0.0
SP;Fernando Prestes;-21.26712199;-48.6922730532;5338;68.79;23.08;1.967;0.262;0.0;1.649;4.253;0.0;0.0
SP;Fernão;-22.3591383191;-49.5198412112;1440;54.722;33.611;1.181;0.0;0.0;1.389;9.097;0.0;0.0
SP;Ferraz de Vasconcelos;-23.5415445;-46.3665526716;154514;36.125;38.6;1.07;1.624;0.015;8.89;13.503;0.08;0.093
SP;Flora Rica;-21.6767339356;-51.3823008411;1339;61.987;30.62;0.224;0.0;0.0;1.12;6.049;0.0;0.0
SP;Floreal;-20.6740312279;-50.1456890087;2504;68.77;22.244;2.117;0.0;0.0;1.917;4.952;0.0;0.0
SP;Flórida Paulista;-21.6134276152;-51.1688764668;11672;63.263;29.669;0.745;1.388;0.0;1.037;3.821;0.0;0.077
SP;Florínea;-22.9035687788;-50.7248224734;3516;51.877;35.666;0.796;1.706;0.0;6.57;3.385;0.0;0.0
SP;Franca;-20.536097;-47.4023316257;309777;59.921;22.14;6.471;0.783;0.014;3.919;6.64;0.039;0.071
SP;Francisco Morato;-23.2758255;-46.7325267047;140639;41.528;34.111;0.911;1.61;0.039;5.367;16.395;0.007;0.032
SP;Franco da Rocha;-23.3203025;-46.7278746686;125625;43.694;30.56;1.229;1.463;0.006;6.627;15.975;0.025;0.42
SP;Gabriel Monteiro;-21.5289801353;-50.5554608419;2467;80.016;11.35;0.365;0.122;0.0;3.202;4.945;0.0;0.0
SP;Gália;-22.2940192483;-49.5521113298;5706;53.172;32.475;2.594;0.368;0.0;2.804;8.447;0.0;0.14
SP;Garça;-22.21070949;-49.6565299351;37274;56.082;31.153;1.704;0.545;0.0;3.235;7.158;0.054;0.07
SP;Gastão Vidigal;-20.7952394994;-50.1902197322;2893;75.458;18.562;0.795;0.899;0.0;2.005;2.281;0.0;0.0
SP;Gavião Peixoto;-21.8403669023;-48.4954592027;4047;58.34;34.865;1.903;0.395;0.0;1.458;2.718;0.0;0.321
SP;General Salgado;-20.6483693167;-50.3618137021;9196;58.873;30.948;3.338;0.196;0.0;1.631;5.013;0.0;0.0
SP;Getulina;-21.7998305975;-49.9292835723;9264;65.177;25.777;0.702;0.237;0.043;2.288;5.775;0.0;0.0
SP;Glicério;-21.3797778057;-50.2084167281;3644;59.577;27.497;1.18;0.494;0.0;2.305;8.946;0.0;0.0
SP;Guaiçara;-21.6221429994;-49.798761691;9756;49.477;42.23;1.015;0.349;0.051;2.962;3.864;0.0;0.051
SP;Guaimbê;-21.9109206589;-49.8971777502;4829;49.865;40.63;1.139;0.062;0.0;4.825;3.127;0.0;0.352
SP;Guaíra;-20.320144335;-48.31447049;34863;71.514;17.996;1.552;1.119;0.0;2.263;5.542;0.0;0.014
SP;Guapiaçu;-20.7964486249;-49.2191458577;18995;59.879;29.097;2.543;0.405;0.0;3.169;4.907;0.0;0.0
SP;Guapiara;-24.1825265;-48.5276813218;14929;65.296;25.233;1.393;0.0;0.0;1.085;6.933;0.0;0.06
SP;Guará;-20.4275570617;-47.8245929502;16331;52.74;29.765;2.896;0.704;0.0;3.037;10.697;0.0;0.159
SP;Guaraçaí;-21.0328813876;-51.209106345;6760;73.343;19.734;1.124;0.074;0.059;1.331;4.334;0.0;0.0
SP;Guaraci;-20.4988092129;-48.944502595;9202;63.888;18.529;2.858;0.706;0.0;3.184;10.661;0.087;0.087
SP;Guarani d'Oeste;-20.0757055718;-50.3415338817;1759;68.505;22.683;2.388;0.227;0.0;3.411;2.786;0.0;0.0
SP;Guarantã;-21.8951462015;-49.5948218474;5619;51.575;38.957;0.481;0.053;0.0;2.296;6.158;0.0;0.481
SP;Guararapes;-21.253446495;-50.6426390483;27521;52.887;32.909;2.002;0.149;0.0;4.913;6.947;0.0;0.193
SP;Guararema;-23.4152330198;-46.0410534648;27358;45.266;32.82;3.498;1.897;0.0;7.903;8.294;0.0;0.322
SP;Guaratinguetá;-22.8174250893;-45.1916001284;104596;65.637;23.088;2.296;0.78;0.0;3.829;4.312;0.0;0.057
SP;Guareí;-23.3731401918;-48.1845381753;13458;48.618;34.775;0.401;0.684;0.0;4.8;8.523;0.0;2.199
SP;Guariba;-21.357996;-48.2340567272;32873;51.982;31.485;0.925;0.98;0.0;2.656;11.706;0.0;0.268
SP;Guarujá;-23.995149;-46.2490342794;250347;47.094;28.657;2.523;1.369;0.034;6.681;13.266;0.28;0.096
SP;Guarulhos;-23.468506;-46.5310840857;1123376;43.365;30.078;2.475;1.889;0.044;6.578;15.348;0.049;0.173
SP;Guatapará;-21.4918946536;-48.0377293575;6377;50.071;29.026;0.094;0.408;0.0;6.461;13.941;0.0;0.0
SP;Guzolândia;-20.6501686873;-50.6614595041;3755;48.522;36.591;1.891;0.16;0.0;5.06;7.776;0.0;0.0
SP;Herculândia;-22.0037471807;-50.3855215981;7999;50.006;41.755;0.225;0.263;0.0;3.038;4.713;0.0;0.0
SP;Holambra;-22.6417496242;-47.0592869062;13225;63.917;19.357;2.079;0.665;0.038;1.951;11.992;0.0;0.0
SP;Hortolândia;-22.858395;-47.2210966098;206359;40.635;39.594;1.033;1.016;0.005;5.892;11.634;0.02;0.171
SP;Iacanga;-21.8919776027;-49.0169299189;9180;58.399;35.73;0.327;0.73;0.0;1.743;2.952;0.0;0.12
SP;Iacri;-21.8550610869;-50.6891999324;5450;63.963;30.844;0.514;0.275;0.0;0.917;3.284;0.0;0.202
SP;Iaras;-22.8718922796;-49.1561791517;7222;51.274;39.837;1.412;0.0;0.0;1.343;6.134;0.0;0.0
SP;Ibaté;-21.955602;-48.0023882087;27885;50.253;35.238;0.412;0.43;0.129;2.431;10.913;0.0;0.194
SP;Ibirá;-21.0805374994;-49.2388615313;10339;64.523;22.314;3.327;0.251;0.0;3.424;6.122;0.0;0.039
SP;Ibirarema;-22.8145429597;-50.0791253946;5616;61.378;27.511;0.125;0.053;0.0;3.704;6.891;0.0;0.338
SP;Ibitinga;-21.7570829843;-48.827694693;52629;59.741;29.208;1.571;1.005;0.0;3.515;4.917;0.0;0.042
SP;Ibiúna;-23.6526325;-47.2204911875;65380;52.303;30.824;1.383;0.329;0.0;5.236;9.763;0.0;0.162
SP;Icém;-20.3435051211;-49.1961201915;7001;68.719;19.926;3.714;0.329;0.0;2.343;4.528;0.057;0.386
SP;Iepê;-22.6631014713;-51.0774138909;6734;66.38;29.433;0.327;0.0;0.0;2.005;1.797;0.059;0.0
SP;Igaraçu do Tietê;-22.511149;-48.5570661014;20426;62.357;27.852;0.876;0.162;0.0;2.864;4.577;1.106;0.206
SP;Igarapava;-20.039612535;-47.7510665713;23178;61.282;19.851;6.627;1.307;0.0;1.471;9.462;0.0;0.0
SP;Igaratá;-23.204843;-46.1563144239;9263;64.839;26.32;1.08;0.874;0.0;2.31;4.577;0.0;0.0
SP;Iguape;-24.7069541964;-47.5531374088;25685;41.203;37.975;1.398;0.467;0.588;4.991;13.339;0.039;0.0
SP;Ilhabela;-23.7886525;-45.3540566669;30517;47.469;27.05;2.694;1.455;0.026;8.225;13.032;0.033;0.016
SP;Ilha Comprida;-24.7392399404;-47.5543169659;11907;48.711;26.909;3.662;1.109;0.076;11.363;8.13;0.0;0.042
SP;Ilha Solteira;-20.4293725;-51.3448906576;22985;48.149;32.46;4.246;0.131;0.078;4.355;10.459;0.0;0.122
SP;Indaiatuba;-23.081646;-47.2123089403;225057;54.853;23.217;3.847;1.445;0.015;5.566;10.984;0.0;0.072
SP;Indiana;-22.1720934487;-51.2517585134;4495;67.675;26.741;1.046;0.0;0.0;1.379;3.159;0.0;0.0
SP;Indiaporã;-19.9775429994;-50.288981042;3627;63.055;26.496;1.103;0.0;0.0;2.04;7.306;0.0;0.0
SP;Inúbia Paulista;-21.7699119903;-50.964374894;3237;65.029;26.166;0.958;0.093;0.0;2.595;5.036;0.0;0.124
SP;Ipaussu;-23.0529129993;-49.6268069783;11998;63.144;28.88;1.517;0.242;0.0;2.042;4.134;0.0;0.042
SP;Iperó;-23.3502773903;-47.6898938935;31518;40.447;43.505;0.898;1.961;0.0;3.623;9.541;0.0;0.025
SP;Ipeúna;-22.4372995022;-47.7190959711;5948;53.245;35.541;1.042;0.0;0.0;5.33;4.842;0.0;0.0
SP;Ipiguá;-20.6616455289;-49.3881423817;5900;54.729;29.746;3.051;1.644;0.0;3.949;6.881;0.0;0.0
SP;Iporanga;-24.5844601783;-48.5896007141;3490;43.238;42.693;0.43;0.143;0.0;2.607;10.659;0.0;0.229
SP;Ipuã;-20.441482601;-48.0173850385;12682;67.552;16.519;3.564;0.631;0.0;3.462;8.272;0.0;0.0
SP;Iracemápolis;-22.5830369343;-47.5222466342;19345;61.618;28.25;0.672;0.129;0.0;3.164;5.924;0.0;0.243
SP;Irapuã;-21.2764371764;-49.4081517822;6053;67.785;23.294;0.149;0.0;0.0;2.016;6.757;0.0;0.0
SP;Irapuru;-21.5674762353;-51.3501727308;6482;61.2;29.852;0.71;0.633;0.0;3.595;3.687;0.0;0.324
SP;Itaberá;-23.8598114701;-49.1371332859;15725;64.261;26.054;2.207;0.121;0.0;1.475;5.851;0.0;0.032
SP;Itaí;-23.419055385;-49.0810322485;21798;62.382;26.016;0.817;0.317;0.0;3.698;6.643;0.0;0.128
SP;Itajobi;-21.3157070587;-49.0543110798;15065;72.101;22.197;0.903;0.146;0.0;2.064;2.483;0.073;0.033
SP;Itaju;-21.9846724208;-48.8050217363;3135;56.172;23.86;0.861;0.638;0.0;14.482;3.987;0.0;0.0
SP;Itanhaém;-24.1861206668;-46.7909914829;98907;42.485;27.499;4.151;3.376;0.164;5.542;16.405;0.126;0.252
SP;Itaóca;-24.6425942348;-48.8428556815;2959;49.037;32.849;11.896;0.135;0.0;3.92;2.163;0.0;0.0
SP;Itapecerica da Serra;-23.715357;-46.8505519669;136794;48.569;30.353;1.096;0.901;0.046;5.339;13.338;0.081;0.276
SP;Itapetininga;-23.5878725;-48.0461428955;137926;53.247;35.0;1.339;0.728;0.0;3.097;6.206;0.03;0.354
SP;Itapeva;-23.9834379993;-48.8773891591;78047;44.489;40.446;2.179;0.888;0.027;3.704;7.929;0.01;0.328
SP;Itapevi;-23.546934;-46.9333728635;197848;39.481;34.638;0.834;1.232;0.039;7.726;15.871;0.125;0.054
SP;Itapira;-22.4360054993;-46.8212480111;64276;63.763;21.831;2.093;0.451;0.02;3.599;8.187;0.0;0.058
SP;Itapirapuã Paulista;-24.5715534993;-49.1721656553;3676;48.667;43.199;0.272;0.0;0.0;0.299;7.563;0.0;0.0
SP;Itápolis;-21.5947039944;-48.8133919855;35009;75.475;16.79;1.854;0.528;0.043;0.974;4.336;0.0;0.0
SP;Itaporanga;-23.7034999432;-49.4843963121;12388;76.469;17.525;0.509;0.065;0.161;2.954;1.792;0.0;0.525
SP;Itapuí;-22.232127625;-48.7188741595;11787;67.515;25.087;0.255;0.925;0.0;2.639;3.58;0.0;0.0
SP;Itapura;-20.6398257756;-51.5099693695;3505;50.556;29.501;1.227;0.0;0.0;2.111;16.605;0.0;0.0
SP;Itaquaquecetuba;-23.4768975;-46.351603141;314630;36.303;37.477;0.854;1.233;0.007;7.62;16.18;0.051;0.276
SP;Itararé;-24.11213796;-49.3361197139;38689;49.084;39.691;1.933;0.796;0.0;1.92;6.431;0.0;0.145
SP;Itariri;-24.2920056339;-47.1757260566;13331;34.476;43.373;1.328;1.283;0.18;4.696;14.665;0.0;0.0
SP;Itatiba;-23.0048529993;-46.8375578529;107196;58.777;22.171;2.657;2.434;0.0;5.028;8.832;0.001;0.1
SP;Itatinga;-23.1042734017;-48.6133802693;16652;56.252;36.626;0.522;0.066;0.0;2.901;3.633;0.0;0.0
SP;Itirapina;-22.2539679738;-47.8198848666;14455;49.768;31.034;1.211;0.906;0.0;2.733;10.986;3.085;0.277
SP;Itirapuã;-20.6424265297;-47.2199528849;5003;70.877;22.566;1.079;0.2;0.0;3.138;2.139;0.0;0.0
SP;Itobi;-21.7349018191;-46.9734186542;7099;70.911;22.609;1.169;0.747;0.0;1.254;3.31;0.0;0.0
SP;Itu;-23.2654425;-47.299749836;147360;58.028;26.487;1.669;1.028;0.008;3.603;9.005;0.0;0.171
SP;Itupeva;-23.1534096262;-47.0557011521;60682;52.124;27.652;2.383;0.862;0.0;9.904;6.954;0.059;0.061
SP;Ituverava;-20.3362879659;-47.7804156554;33480;58.581;29.194;3.626;0.352;0.0;2.873;5.278;0.0;0.096
SP;Jaborandi;-20.6872244994;-48.4134449206;5559;66.757;24.033;1.025;0.252;0.0;3.274;4.659;0.0;0.0
SP;Jaboticabal;-21.2544714994;-48.3203497513;64336;55.171;25.616;5.38;1.822;0.0;3.44;8.519;0.0;0.053
SP;Jacareí;-23.3048804993;-45.9695932044;211342;53.691;30.152;2.433;1.469;0.006;4.808;7.34;0.015;0.087
SP;Jaci;-20.8840851331;-49.5733446115;6578;67.27;20.888;1.551;0.319;0.0;3.177;6.719;0.0;0.076
SP;Jacupiranga;-24.698150281;-48.0047045115;13884;29.026;47.45;1.657;0.238;0.0;4.127;17.171;0.0;0.331
SP;Jaguariúna;-22.7067819582;-46.9823434663;51977;57.577;27.041;1.86;0.945;0.0;4.36;8.025;0.0;0.192
SP;Jales;-20.2678530475;-50.550356199;43698;55.65;32.05;4.023;0.087;0.0;3.867;4.206;0.025;0.092
SP;Jambeiro;-23.2565768668;-45.6936551246;5567;62.637;26.28;0.79;0.467;0.0;3.754;6.071;0.0;0.0
SP;Jandira;-23.529939;-46.9052211417;101957;40.922;36.989;0.724;1.368;0.024;7.028;12.938;0.0;0.007
SP;Jardinópolis;-21.022457;-47.7653529285;39489;55.296;29.35;2.041;0.912;0.0;4.791;7.61;0.0;0.0
SP;Jarinu;-23.1030625;-46.7382709354;32348;61.058;25.192;1.422;1.153;0.0;5.759;5.014;0.142;0.26
SP;Jaú;-22.29579099;-48.5581413878;118653;65.455;25.608;1.757;0.673;0.046;2.477;3.739;0.009;0.237
SP;Jeriquara;-20.3120415893;-47.5887439166;3297;46.8;29.481;9.857;0.425;0.0;5.065;7.401;0.0;0.971
SP;Joanópolis;-22.9306782182;-46.2734166101;11307;65.375;24.33;1.079;1.813;0.0;2.724;4.581;0.0;0.097
SP;João Ramalho;-22.2510460551;-50.7685353084;3776;58.925;34.057;0.318;0.0;0.0;4.582;2.119;0.0;0.0
SP;José Bonifácio;-21.053719035;-49.686282716;32213;67.529;26.887;1.248;0.447;0.0;1.499;2.21;0.0;0.18
SP;Júlio Mesquita;-22.0131689993;-49.7907942838;3685;54.953;34.22;0.733;0.081;0.0;2.714;7.191;0.0;0.109
SP;Jumirim;-23.0825599993;-47.7981735119;2613;66.743;30.387;0.344;0.995;0.0;0.995;0.536;0.0;0.0
SP;Jundiaí;-23.187668;-46.885273968;394364;59.087;22.118;3.296;1.279;0.015;5.753;8.326;0.018;0.107
SP;Junqueirópolis;-21.5112757497;-51.4340119505;18262;63.164;28.874;1.396;0.701;0.181;2.141;3.269;0.0;0.274
SP;Juquiá;-24.320703079;-47.6353419677;14911;33.002;49.071;0.738;0.04;0.0;5.238;11.629;0.0;0.282
SP;Juquitiba;-23.9356892015;-47.0815940723;23676;48.311;33.963;1.601;1.229;0.0;3.586;11.176;0.0;0.135
SP;Lagoinha;-23.0869213515;-45.1908108204;4595;85.571;11.143;0.392;0.087;0.0;1.132;1.61;0.065;0.0
