Ano,Região,Tipo de voto/Candidato,Votos
2026 - 2.ª volta,Penamacor,António José Seguro,2102
2026 - 2.ª volta,Proença-a-Nova,António José Seguro,2623
2026 - 2.ª volta,Sertã,António José Seguro,4578
2026 - 2.ª volta,Vila de Rei,António José Seguro,1086
2026 - 2.ª volta,Vila Velha de Ródão,António José Seguro,1144
2026 - 2.ª volta,Arganil,António José Seguro,3742
2026 - 2.ª volta,Cantanhede,António José Seguro,10863
2026 - 2.ª volta,Coimbra,António José Seguro,56730
2026 - 2.ª volta,Condeixa-a-Nova,António José Seguro,6593
2026 - 2.ª volta,Figueira da Foz,António José Seguro,19696
2026 - 2.ª volta,Góis,António José Seguro,1361
2026 - 2.ª volta,Lousã,António José Seguro,6380
2026 - 2.ª volta,Mira,António José Seguro,3816
2026 - 2.ª volta,Miranda do Corvo,António José Seguro,4257
2026 - 2.ª volta,Montemor-o-Velho,António José Seguro,7583
2026 - 2.ª volta,Oliveira do Hospital,António José Seguro,6425
2026 - 2.ª volta,Pampilhosa da Serra,António José Seguro,1164
2026 - 2.ª volta,Penacova,António José Seguro,4690
2026 - 2.ª volta,Penela,António José Seguro,1663
2026 - 2.ª volta,Soure,António José Seguro,6165
2026 - 2.ª volta,Tábua,António José Seguro,3547
2026 - 2.ª volta,Vila Nova de Poiares,António José Seguro,2094
2026 - 2.ª volta,Alandroal,António José Seguro,1587
2026 - 2.ª volta,Arraiolos,António José Seguro,2660
2026 - 2.ª volta,Borba,António José Seguro,2130
2026 - 2.ª volta,Estremoz,António José Seguro,3559
2026 - 2.ª volta,Évora,António José Seguro,17929
2026 - 2.ª volta,Montemor-o-Novo,António José Seguro,5845
2026 - 2.ª volta,Mora,António José Seguro,1392
2026 - 2.ª volta,Mourão,António José Seguro,605
2026 - 2.ª volta,Portel,António José Seguro,1808
2026 - 2.ª volta,Redondo,António José Seguro,1952
2026 - 2.ª volta,Reguengos de Monsaraz,António José Seguro,2721
2026 - 2.ª volta,Vendas Novas,António José Seguro,3550
2026 - 2.ª volta,Viana do Alentejo,António José Seguro,1662
2026 - 2.ª volta,Vila Viçosa,António José Seguro,2207
2026 - 2.ª volta,Albufeira,António José Seguro,9087
2026 - 2.ª volta,Alcoutim,António José Seguro,813
2026 - 2.ª volta,Aljezur,António José Seguro,1479
2026 - 2.ª volta,Castro Marim,António José Seguro,1721
2026 - 2.ª volta,Faro,António José Seguro,20064
2026 - 2.ª volta,Lagoa,António José Seguro,5457
2026 - 2.ª volta,Lagos,António José Seguro,7634
2026 - 2.ª volta,Loulé,António José Seguro,16374
2026 - 2.ª volta,Monchique,António José Seguro,1702
2026 - 2.ª volta,Olhão,António José Seguro,10332
2026 - 2.ª volta,Portimão,António José Seguro,14680
2026 - 2.ª volta,São Brás de Alportel,António José Seguro,2976
2026 - 2.ª volta,Silves,António José Seguro,9013
2026 - 2.ª volta,Tavira,António José Seguro,7220
2026 - 2.ª volta,Vila do Bispo,António José Seguro,1359
2026 - 2.ª volta,Vila Real de Santo António,António José Seguro,4817
2026 - 2.ª volta,Aguiar da Beira,António José Seguro,1642
2026 - 2.ª volta,Almeida,António José Seguro,1851
2026 - 2.ª volta,Celorico da Beira,António José Seguro,2094
2026 - 2.ª volta,Figueira de Castelo Rodrigo,António José Seguro,1373
2026 - 2.ª volta,Fornos de Algodres,António José Seguro,1438
2026 - 2.ª volta,Gouveia,António José Seguro,4227
2026 - 2.ª volta,Guarda,António José Seguro,14636
2026 - 2.ª volta,Manteigas,António José Seguro,1028
2026 - 2.ª volta,Mêda,António José Seguro,1452
2026 - 2.ª volta,Pinhel,António José Seguro,2617
2026 - 2.ª volta,Sabugal,António José Seguro,3302
2026 - 2.ª volta,Seia,António José Seguro,7476
2026 - 2.ª volta,Trancoso,António José Seguro,2629
2026 - 2.ª volta,Vila Nova de Foz Côa,António José Seguro,1868
2026 - 2.ª volta,Estrangeiro,António José Seguro,39208
2026 - 2.ª volta,Vila do Porto,António José Seguro,1485
2026 - 2.ª volta,Lagoa [R.A.A.],António José Seguro,3180
2026 - 2.ª volta,Nordeste,António José Seguro,1232
2026 - 2.ª volta,Ponta Delgada,António José Seguro,17010
2026 - 2.ª volta,Povoação,António José Seguro,1280
2026 - 2.ª volta,Ribeira Grande,António José Seguro,5671
2026 - 2.ª volta,Vila Franca do Campo,António José Seguro,2001
2026 - 2.ª volta,Angra do Heroísmo,António José Seguro,10514
2026 - 2.ª volta,Vila da Praia da Vitória,António José Seguro,5336
2026 - 2.ª volta,Santa Cruz da Graciosa,António José Seguro,1061
2026 - 2.ª volta,Calheta [R.A.A.],António José Seguro,1043
2026 - 2.ª volta,Velas,António José Seguro,1433
2026 - 2.ª volta,Lajes do Pico,António José Seguro,1414
2026 - 2.ª volta,Madalena,António José Seguro,1790
2026 - 2.ª volta,São Roque do Pico,António José Seguro,1005
2026 - 2.ª volta,Horta,António José Seguro,4321
2026 - 2.ª volta,Lajes das Flores,António José Seguro,412
2026 - 2.ª volta,Santa Cruz das Flores,António José Seguro,577
2026 - 2.ª volta,Corvo,António José Seguro,135
2026 - 2.ª volta,Calheta [R.A.M.],António José Seguro,3296
2026 - 2.ª volta,Câmara de Lobos,António José Seguro,8420
2026 - 2.ª volta,Funchal,António José Seguro,33024
2026 - 2.ª volta,Machico,António José Seguro,6369
2026 - 2.ª volta,Ponta do Sol,António José Seguro,2535
2026 - 2.ª volta,Porto Moniz,António José Seguro,933
2026 - 2.ª volta,Ribeira Brava,António José Seguro,3626
2026 - 2.ª volta,Santa Cruz,António José Seguro,13015
2026 - 2.ª volta,Santana,António José Seguro,2207
2026 - 2.ª volta,São Vicente,António José Seguro,1316
2026 - 2.ª volta,Porto Santo,António José Seguro,1646
2026 - 2.ª volta,Alcobaça,António José Seguro,18157
2026 - 2.ª volta,Alvaiázere,António José Seguro,1581
2026 - 2.ª volta,Ansião,António José Seguro,3956
2026 - 2.ª volta,Batalha,António José Seguro,4908
2026 - 2.ª volta,Bombarral,António José Seguro,4349
2026 - 2.ª volta,Caldas da Rainha,António José Seguro,19163
2026 - 2.ª volta,Castanheira de Pêra,António José Seguro,922
2026 - 2.ª volta,Figueiró dos Vinhos,António José Seguro,1646
2026 - 2.ª volta,Leiria,António José Seguro,40522
2026 - 2.ª volta,Marinha Grande,António José Seguro,11572
2026 - 2.ª volta,Nazaré,António José Seguro,4316
2026 - 2.ª volta,Óbidos,António José Seguro,4473
2026 - 2.ª volta,Pedrógão Grande,António José Seguro,996
2026 - 2.ª volta,Peniche,António José Seguro,8205
2026 - 2.ª volta,Pombal,António José Seguro,13399
2026 - 2.ª volta,Porto de Mós,António José Seguro,6913
2026 - 2.ª volta,Alenquer,António José Seguro,14009
2026 - 2.ª volta,Azambuja,António José Seguro,6309
2026 - 2.ª volta,Cadaval,António José Seguro,4549
2026 - 2.ª volta,Cascais,António José Seguro,68224
2026 - 2.ª volta,Lisboa,António José Seguro,205703
2026 - 2.ª volta,Loures,António José Seguro,66483
2026 - 2.ª volta,Lourinhã,António José Seguro,8098
2026 - 2.ª volta,Mafra,António José Seguro,29025
2026 - 2.ª volta,Oeiras,António José Seguro,69162
2026 - 2.ª volta,Sintra,António José Seguro,115106
2026 - 2.ª volta,Sobral de Monte Agraço,António José Seguro,3469
2026 - 2.ª volta,Torres Vedras,António José Seguro,27788
2026 - 2.ª volta,Vila Franca de Xira,António José Seguro,46687
2026 - 2.ª volta,Amadora,António José Seguro,54813
2026 - 2.ª volta,Odivelas,António José Seguro,48367
2026 - 2.ª volta,Alter do Chão,António José Seguro,829
2026 - 2.ª volta,Arronches,António José Seguro,740
2026 - 2.ª volta,Avis,António José Seguro,1317
2026 - 2.ª volta,Campo Maior,António José Seguro,2134
2026 - 2.ª volta,Castelo de Vide,António José Seguro,1068
2026 - 2.ª volta,Crato,António José Seguro,1042
2026 - 2.ª volta,Elvas,António José Seguro,4601
2026 - 2.ª volta,Fronteira,António José Seguro,796
2026 - 2.ª volta,Gavião,António José Seguro,1216
2026 - 2.ª volta,Marvão,António José Seguro,957
2026 - 2.ª volta,Monforte,António José Seguro,745
2026 - 2.ª volta,Nisa,António José Seguro,1941
2026 - 2.ª volta,Ponte de Sor,António José Seguro,4257
2026 - 2.ª volta,Portalegre,António José Seguro,7061
2026 - 2.ª volta,Sousel,António José Seguro,1196
2026 - 2.ª volta,Amarante,António José Seguro,20169
2026 - 2.ª volta,Baião,António José Seguro,5998
2026 - 2.ª volta,Felgueiras,António José Seguro,19722
2026 - 2.ª volta,Gondomar,António José Seguro,58954
2026 - 2.ª volta,Lousada,António José Seguro,16984
2026 - 2.ª volta,Maia,António José Seguro,53417
2026 - 2.ª volta,Marco de Canaveses,António José Seguro,17416
2026 - 2.ª volta,Matosinhos,António José Seguro,65425
2026 - 2.ª volta,Paços de Ferreira,António José Seguro,18838
2026 - 2.ª volta,Paredes,António José Seguro,29625
2026 - 2.ª volta,Penafiel,António José Seguro,25915
2026 - 2.ª volta,Porto,António José Seguro,89830
2026 - 2.ª volta,Póvoa de Varzim,António José Seguro,20644
2026 - 2.ª volta,Santo Tirso,António José Seguro,26645
2026 - 2.ª volta,Valongo,António José Seguro,34136
2026 - 2.ª volta,Vila do Conde,António José Seguro,27600
2026 - 2.ª volta,Vila Nova de Gaia,António José Seguro,112536
2026 - 2.ª volta,Trofa,António José Seguro,13147
2026 - 2.ª volta,Abrantes,António José Seguro,10608
2026 - 2.ª volta,Alcanena,António José Seguro,3874
2026 - 2.ª volta,Almeirim,António José Seguro,6235
2026 - 2.ª volta,Alpiarça,António José Seguro,2450
2026 - 2.ª volta,Benavente,António José Seguro,7417
2026 - 2.ª volta,Cartaxo,António José Seguro,7032
2026 - 2.ª volta,Chamusca,António José Seguro,2603
2026 - 2.ª volta,Constância,António José Seguro,1242
2026 - 2.ª volta,Coruche,António José Seguro,5138
2026 - 2.ª volta,Entroncamento,António José Seguro,5414
2026 - 2.ª volta,Ferreira do Zêzere,António José Seguro,2406
2026 - 2.ª volta,Mação,António José Seguro,2276
2026 - 2.ª volta,Rio Maior,António José Seguro,2239
2026 - 2.ª volta,Salvaterra de Magos,António José Seguro,4374
2026 - 2.ª volta,Santarém,António José Seguro,8783
2026 - 2.ª volta,Sardoal,António José Seguro,1379
2026 - 2.ª volta,Tomar,António José Seguro,11749
2026 - 2.ª volta,Torres Novas,António José Seguro,11861
2026 - 2.ª volta,Vila Nova da Barquinha,António José Seguro,2247
2026 - 2.ª volta,Ourém,António José Seguro,12269
2026 - 2.ª volta,Alcochete,António José Seguro,6490
2026 - 2.ª volta,Almada,António José Seguro,60040
2026 - 2.ª volta,Barreiro,António José Seguro,27247
2026 - 2.ª volta,Grândola,António José Seguro,4499
2026 - 2.ª volta,Moita,António José Seguro,19712
2026 - 2.ª volta,Montijo,António José Seguro,14822
2026 - 2.ª volta,Palmela,António José Seguro,21463
2026 - 2.ª volta,Santiago do Cacém,António José Seguro,9263
2026 - 2.ª volta,Seixal,António José Seguro,56207
2026 - 2.ª volta,Sesimbra,António José Seguro,16142
2026 - 2.ª volta,Setúbal,António José Seguro,38689
2026 - 2.ª volta,Sines,António José Seguro,4385
2026 - 2.ª volta,Arcos de Valdevez,António José Seguro,6801
2026 - 2.ª volta,Caminha,António José Seguro,5751
2026 - 2.ª volta,Melgaço,António José Seguro,2177
2026 - 2.ª volta,Monção,António José Seguro,5174
2026 - 2.ª volta,Paredes de Coura,António José Seguro,2763
2026 - 2.ª volta,Ponte da Barca,António José Seguro,3884
2026 - 2.ª volta,Ponte de Lima,António José Seguro,14392
2026 - 2.ª volta,Valença,António José Seguro,3525
2026 - 2.ª volta,Viana do Castelo,António José Seguro,30948
2026 - 2.ª volta,Vila Nova de Cerveira,António José Seguro,2849
2026 - 2.ª volta,Alijó,António José Seguro,3456
2026 - 2.ª volta,Boticas,António José Seguro,1637
2026 - 2.ª volta,Chaves,António José Seguro,11060
2026 - 2.ª volta,Mesão Frio,António José Seguro,1279
2026 - 2.ª volta,Mondim de Basto,António José Seguro,2197
2026 - 2.ª volta,Montalegre,António José Seguro,3147
2026 - 2.ª volta,Murça,António José Seguro,1644
2026 - 2.ª volta,Peso da Régua,António José Seguro,4638
2026 - 2.ª volta,Ribeira de Pena,António José Seguro,2062
2026 - 2.ª volta,Sabrosa,António José Seguro,1926
2026 - 2.ª volta,Santa Marta de Penaguião,António José Seguro,2320
2026 - 2.ª volta,Valpaços,António José Seguro,4247
2026 - 2.ª volta,Vila Pouca de Aguiar,António José Seguro,4064
2026 - 2.ª volta,Vila Real,António José Seguro,18227
2026 - 2.ª volta,Armamar,António José Seguro,1724
2026 - 2.ª volta,Carregal do Sal,António José Seguro,2702
2026 - 2.ª volta,Castro Daire,António José Seguro,3969
2026 - 2.ª volta,Cinfães,António José Seguro,5501
2026 - 2.ª volta,Lamego,António José Seguro,8201
2026 - 2.ª volta,Mangualde,António José Seguro,5494
2026 - 2.ª volta,Moimenta da Beira,António José Seguro,2950
2026 - 2.ª volta,Mortágua,António José Seguro,2848
2026 - 2.ª volta,Nelas,António José Seguro,4031
2026 - 2.ª volta,Oliveira de Frades,António José Seguro,3050
2026 - 2.ª volta,Penalva do Castelo,António José Seguro,2519
2026 - 2.ª volta,Penedono,António José Seguro,808
2026 - 2.ª volta,Resende,António José Seguro,3567
2026 - 2.ª volta,Santa Comba Dão,António José Seguro,3375
2026 - 2.ª volta,São João da Pesqueira,António José Seguro,1942
2026 - 2.ª volta,São Pedro do Sul,António José Seguro,5238
2026 - 2.ª volta,Sátão,António José Seguro,3568
2026 - 2.ª volta,Sernancelhe,António José Seguro,1748
2026 - 2.ª volta,Tabuaço,António José Seguro,1389
2026 - 2.ª volta,Tarouca,António José Seguro,2256
2026 - 2.ª volta,Tondela,António José Seguro,8686
2026 - 2.ª volta,Vila Nova de Paiva,António José Seguro,1432
2026 - 2.ª volta,Viseu,António José Seguro,34643
2026 - 2.ª volta,Vouzela,António José Seguro,3199
2026 - 2.ª volta,Portugal,André Ventura,1687106
2026 - 2.ª volta,Portugal,António José Seguro,3443273
2026 - 2.ª volta,Portugal,Voto em branco,172799
2026 - 2.ª volta,Portugal,Voto nulo,97174
2026 - 2.ª volta,Portugal + Estrangeiro,André Ventura,1729371
2026 - 2.ª volta,Portugal + Estrangeiro,António José Seguro,3482481
2026 - 2.ª volta,Portugal + Estrangeiro,Voto em branco,173806
2026 - 2.ª volta,Portugal + Estrangeiro,Voto nulo,97714
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
